"Group","Scenario","Year","Category","PDFx100"
"RCP2.6","noAFM","2020","Afforestation",0.0237626770440593
"RCP2.6","noAFM","2020","Regrowth",0.175881628316357
"RCP2.6","noAFM","2020","Forest",0.199427505926502
"RCP2.6","noAFM","2020","Energy_crops_and_plantations",0.00656622841090852
"RCP2.6","noAFM","2020","Annual_crops",0.534723871261687
"RCP2.6","noAFM","2020","Pasture",2.38267222642676
"RCP2.6","noAFM","2020","Permanent_crops",0.331577033148815
"RCP2.6","noAFM","2020","Urban",0.259912272066385
"REF","noAFM","2020","Afforestation",0.023193469860801
"REF","noAFM","2020","Regrowth",0.175925848866453
"REF","noAFM","2020","Forest",0.199531402067315
"REF","noAFM","2020","Energy_crops_and_plantations",0.00657137076353817
"REF","noAFM","2020","Annual_crops",0.535048764322732
"REF","noAFM","2020","Pasture",2.38383190224363
"REF","noAFM","2020","Permanent_crops",0.331949287513093
"REF","noAFM","2020","Urban",0.260196772801974
"RCP2.6","noAFM","2030","Afforestation",0.0371577577622156
"RCP2.6","noAFM","2030","Regrowth",0.168979903933124
"RCP2.6","noAFM","2030","Forest",0.213831248168216
"RCP2.6","noAFM","2030","Energy_crops_and_plantations",0.0458628571723655
"RCP2.6","noAFM","2030","Annual_crops",0.529372998989668
"RCP2.6","noAFM","2030","Pasture",2.20970489363349
"RCP2.6","noAFM","2030","Permanent_crops",0.330412486675276
"RCP2.6","noAFM","2030","Urban",0.25883037005753
"REF","noAFM","2030","Afforestation",0.0379660259986023
"REF","noAFM","2030","Regrowth",0.162968883810731
"REF","noAFM","2030","Forest",0.214465753074442
"REF","noAFM","2030","Energy_crops_and_plantations",0.0195831575125102
"REF","noAFM","2030","Annual_crops",0.568109554982436
"REF","noAFM","2030","Pasture",2.45766820427349
"REF","noAFM","2030","Permanent_crops",0.334084074595043
"REF","noAFM","2030","Urban",0.26187226500334
"RCP2.6","noAFM","2040","Afforestation",0.0477177867541454
"RCP2.6","noAFM","2040","Regrowth",0.162335260624697
"RCP2.6","noAFM","2040","Forest",0.227650640342897
"RCP2.6","noAFM","2040","Energy_crops_and_plantations",0.0559818642238796
"RCP2.6","noAFM","2040","Annual_crops",0.54396695233973
"RCP2.6","noAFM","2040","Pasture",2.13156407815438
"RCP2.6","noAFM","2040","Permanent_crops",0.330103082435161
"RCP2.6","noAFM","2040","Urban",0.258601315399097
"REF","noAFM","2040","Afforestation",0.04986381422128
"REF","noAFM","2040","Regrowth",0.149720455951403
"REF","noAFM","2040","Forest",0.229237174844635
"REF","noAFM","2040","Energy_crops_and_plantations",0.0199875617843093
"REF","noAFM","2040","Annual_crops",0.603243209612934
"REF","noAFM","2040","Pasture",2.51634706477568
"REF","noAFM","2040","Permanent_crops",0.335679482305209
"REF","noAFM","2040","Urban",0.262913093519194
"RCP2.6","noAFM","2050","Afforestation",0.0622033136093425
"RCP2.6","noAFM","2050","Regrowth",0.155199701959202
"RCP2.6","noAFM","2050","Forest",0.241264334815678
"RCP2.6","noAFM","2050","Energy_crops_and_plantations",0.0863953858693878
"RCP2.6","noAFM","2050","Annual_crops",0.544621619763086
"RCP2.6","noAFM","2050","Pasture",2.01282448210987
"RCP2.6","noAFM","2050","Permanent_crops",0.329188214293381
"RCP2.6","noAFM","2050","Urban",0.257761710839955
"REF","noAFM","2050","Afforestation",0.0612243704282765
"REF","noAFM","2050","Regrowth",0.137565095514062
"REF","noAFM","2050","Forest",0.24029013916392
"REF","noAFM","2050","Energy_crops_and_plantations",0.0209389794504287
"REF","noAFM","2050","Annual_crops",0.63553263540891
"REF","noAFM","2050","Pasture",2.55520340086249
"REF","noAFM","2050","Permanent_crops",0.33678363163405
"REF","noAFM","2050","Urban",0.263539810628988
"RCP2.6","noAFM","2060","Afforestation",0.0724800923795699
"RCP2.6","noAFM","2060","Regrowth",0.151017167262357
"RCP2.6","noAFM","2060","Forest",0.253387461581037
"RCP2.6","noAFM","2060","Energy_crops_and_plantations",0.127061202469919
"RCP2.6","noAFM","2060","Annual_crops",0.539719212382001
"RCP2.6","noAFM","2060","Pasture",1.88409407874891
"RCP2.6","noAFM","2060","Permanent_crops",0.328172193440202
"RCP2.6","noAFM","2060","Urban",0.256812200683115
"REF","noAFM","2060","Afforestation",0.073273588332113
"REF","noAFM","2060","Regrowth",0.127900777436559
"REF","noAFM","2060","Forest",0.247283245235563
"REF","noAFM","2060","Energy_crops_and_plantations",0.0235863696362589
"REF","noAFM","2060","Annual_crops",0.662945128399496
"REF","noAFM","2060","Pasture",2.58903581279591
"REF","noAFM","2060","Permanent_crops",0.337481043031233
"REF","noAFM","2060","Urban",0.264113594747688
"RCP2.6","noAFM","2070","Afforestation",0.0801788144385891
"RCP2.6","noAFM","2070","Regrowth",0.142244278599263
"RCP2.6","noAFM","2070","Forest",0.279897641658922
"RCP2.6","noAFM","2070","Energy_crops_and_plantations",0.187949563334033
"RCP2.6","noAFM","2070","Annual_crops",0.50754788286323
"RCP2.6","noAFM","2070","Pasture",1.75658832298241
"RCP2.6","noAFM","2070","Permanent_crops",0.326816363115945
"RCP2.6","noAFM","2070","Urban",0.255811185677543
"REF","noAFM","2070","Afforestation",0.0832248918031224
