"Group","Scenario","Year","Category","PDFx100"
"RCP2.6","noAFM","2020","Afforestation",0.0711967159707566
"RCP2.6","noAFM","2020","Regrowth",0.515053503551075
"RCP2.6","noAFM","2020","Forest",1.19205722090431
"RCP2.6","noAFM","2020","Energy_crops_and_plantations",0.0416547133940159
"RCP2.6","noAFM","2020","Annual_crops",2.7567286726801
"RCP2.6","noAFM","2020","Pasture",6.92008455021524
"RCP2.6","noAFM","2020","Permanent_crops",1.66086121108376
"RCP2.6","noAFM","2020","Urban",0.912120478244742
"REF","noAFM","2020","Afforestation",0.069601738781565
"REF","noAFM","2020","Regrowth",0.515206684099823
"REF","noAFM","2020","Forest",1.19255122324613
"REF","noAFM","2020","Energy_crops_and_plantations",0.041738321559923
"REF","noAFM","2020","Annual_crops",2.75817890153296
"REF","noAFM","2020","Pasture",6.92276252019307
"REF","noAFM","2020","Permanent_crops",1.6624219374994
"REF","noAFM","2020","Urban",0.912819069752511
"RCP2.6","noAFM","2030","Afforestation",0.111551564581728
"RCP2.6","noAFM","2030","Regrowth",0.495544309407568
"RCP2.6","noAFM","2030","Forest",1.28742054576699
"RCP2.6","noAFM","2030","Energy_crops_and_plantations",0.284235293179193
"RCP2.6","noAFM","2030","Annual_crops",2.7275486884706
"RCP2.6","noAFM","2030","Pasture",6.46071334068558
"RCP2.6","noAFM","2030","Permanent_crops",1.66345030524134
"RCP2.6","noAFM","2030","Urban",0.911852992435724
"REF","noAFM","2030","Afforestation",0.115223447928778
"REF","noAFM","2030","Regrowth",0.479472443089867
"REF","noAFM","2030","Forest",1.28702714008472
"REF","noAFM","2030","Energy_crops_and_plantations",0.125159353126618
"REF","noAFM","2030","Annual_crops",2.92341690347402
"REF","noAFM","2030","Pasture",7.15807941407282
"REF","noAFM","2030","Permanent_crops",1.67917992368431
"REF","noAFM","2030","Urban",0.920067626405487
"RCP2.6","noAFM","2040","Afforestation",0.143409201649245
"RCP2.6","noAFM","2040","Regrowth",0.4780535806833
"RCP2.6","noAFM","2040","Forest",1.36339394132572
"RCP2.6","noAFM","2040","Energy_crops_and_plantations",0.364291913417212
"RCP2.6","noAFM","2040","Annual_crops",2.79618877972824
"RCP2.6","noAFM","2040","Pasture",6.26316954521688
"RCP2.6","noAFM","2040","Permanent_crops",1.66743750186395
"RCP2.6","noAFM","2040","Urban",0.912742341086355
"REF","noAFM","2040","Afforestation",0.148295849698163
"REF","noAFM","2040","Regrowth",0.443197452874499
"REF","noAFM","2040","Forest",1.37198601535741
"REF","noAFM","2040","Energy_crops_and_plantations",0.128349151621462
"REF","noAFM","2040","Annual_crops",3.09437173807666
"REF","noAFM","2040","Pasture",7.34470066455241
"REF","noAFM","2040","Permanent_crops",1.69191416931721
"REF","noAFM","2040","Urban",0.924869396538904
"RCP2.6","noAFM","2050","Afforestation",0.182475238157571
"RCP2.6","noAFM","2050","Regrowth",0.455816191421249
"RCP2.6","noAFM","2050","Forest",1.44968218913142
"RCP2.6","noAFM","2050","Energy_crops_and_plantations",0.588153955374775
"RCP2.6","noAFM","2050","Annual_crops",2.78257049538202
"RCP2.6","noAFM","2050","Pasture",5.96680794903335
"RCP2.6","noAFM","2050","Permanent_crops",1.66875397763147
"RCP2.6","noAFM","2050","Urban",0.91199383722437
"REF","noAFM","2050","Afforestation",0.18111421447229
"REF","noAFM","2050","Regrowth",0.404903241706072
"REF","noAFM","2050","Forest",1.43958575308129
"REF","noAFM","2050","Energy_crops_and_plantations",0.133042694092561
"REF","noAFM","2050","Annual_crops",3.25379337003863
"REF","noAFM","2050","Pasture",7.45708142063768
"REF","noAFM","2050","Permanent_crops",1.70152093521427
"REF","noAFM","2050","Urban",0.927925550297253
"RCP2.6","noAFM","2060","Afforestation",0.213722935296385
"RCP2.6","noAFM","2060","Regrowth",0.439818437358128
"RCP2.6","noAFM","2060","Forest",1.5298759722268
